1958,3,21259,1958.2027,315.7,314.41,316.17,314.89,315.7,314.41
1986,7,31608,1986.537,347.94,347.16,347.97,347.18,347.94,347.16
1986,8,31639,1986.6219,345.9,347.24,345.97,347.31,345.9,347.24
1986,9,31670,1986.7068,344.85,348,344.29,347.44,344.85,348
1986,10,31700,1986.789,344.17,347.46,344.27,347.56,344.17,347.46
1986,11,31731,1986.874,345.66,347.74,345.61,347.69,345.66,347.74
1986,12,31761,1986.9562,346.9,347.77,346.96,347.82,346.9,347.77
1987,1,31792,1987.0411,348.02,348.01,347.98,347.97,348.02,348.01
1987,2,31823,1987.126,348.47,347.8,348.8,348.12,348.47,347.8
1987,3,31851,1987.2027,349.42,348,349.69,348.27,349.42,348
1987,4,31882,1987.2877,350.98,348.45,350.99,348.46,350.98,348.45
1987,5,31912,1987.3699,351.84,348.78,351.7,348.64,351.84,348.78
1987,6,31943,1987.4548,351.26,348.91,351.19,348.84,351.26,348.91
1987,7,31973,1987.537,349.51,348.73,349.84,349.05,349.51,348.73
1987,8,32004,1987.6219,348.1,349.45,347.92,349.27,348.1,349.45
1987,9,32035,1987.7068,346.45,349.6,346.34,349.49,346.45,349.6
1987,10,32065,1987.789,346.36,349.66,346.41,349.71,346.36,349.66
1987,11,32096,1987.874,347.81,349.9,347.85,349.94,347.81,349.9
1987,12,32126,1987.9562,348.96,349.84,349.29,350.16,348.96,349.84
1988,1,32157,1988.041,350.43,350.42,350.4,350.39,350.43,350.42
1988,2,32188,1988.1257,351.73,351.05,351.29,350.61,351.73,351.05
1988,3,32217,1988.2049,352.22,350.77,352.26,350.82,352.22,350.77
1988,4,32248,1988.2896,353.59,351.02,353.59,351.02,353.59,351.02
1988,5,32278,1988.3716,354.22,351.15,354.28,351.21,354.22,351.15
1988,6,32309,1988.4563,353.79,351.47,353.73,351.4,353.79,351.47
1988,7,32339,1988.5383,352.38,351.62,352.34,351.58,352.38,351.62
1988,8,32370,1988.623,350.43,351.81,350.36,351.74,350.43,351.81
1988,9,32401,1988.7077,348.72,351.9,348.72,351.89,348.72,351.9
1988,10,32431,1988.7896,348.88,352.19,348.73,352.03,348.88,352.19
1988,11,32462,1988.8743,350.07,352.16,350.07,352.16,350.07,352.16
1988,12,32492,1988.9563,351.34,352.21,351.41,352.28,351.34,352.21
1989,1,32523,1989.0411,352.76,352.74,352.41,352.39,352.76,352.74
1989,2,32554,1989.126,353.07,352.39,353.18,352.5,353.07,352.39
1989,3,32582,1989.2027,353.68,352.25,354.02,352.59,353.68,352.25
1989,4,32613,1989.2877,355.42,352.86,355.24,352.69,355.42,352.86
1989,5,32643,1989.3699,355.67,352.59,355.87,352.79,355.67,352.59
1989,6,32674,1989.4548,355.12,352.77,355.24,352.88,355.12,352.77
1989,7,32704,1989.537,353.9,353.11,353.77,352.98,353.9,353.11
1989,8,32735,1989.6219,351.67,353.03,351.72,353.08,351.67,353.03
1989,9,32766,1989.7068,349.8,352.98,350,353.18,349.8,352.98
1989,10,32796,1989.789,349.99,353.31,349.95,353.27,349.99,353.31
1989,11,32827,1989.874,351.29,353.4,351.27,353.37,351.29,353.4
1989,12,32857,1989.9562,352.53,353.4,352.6,353.47,352.53,353.4
1990,1,32888,1990.0411,353.66,353.65,353.59,353.58,353.66,353.65
1990,2,32919,1990.126,354.7,354.02,354.36,353.68,354.7,354.02
1990,3,32947,1990.2027,355.39,353.96,355.2,353.77,355.39,353.96
1990,4,32978,1990.2877,356.2,353.64,356.43,353.87,356.2,353.64
1990,5,33008,1990.3699,357.16,354.07,357.06,353.97,357.16,354.07
1990,6,33039,1990.4548,356.23,353.86,356.44,354.08,356.23,353.86
1990,7,33069,1990.537,354.81,354.02,354.99,354.2,354.81,354.02
1990,8,33100,1990.6219,352.91,354.27,352.97,354.33,352.91,354.27
1990,9,33131,1990.7068,350.96,354.15,351.29,354.47,350.96,354.15
1990,10,33161,1990.789,351.18,354.51,351.29,354.62,351.18,354.51
1990,11,33192,1990.874,352.83,354.94,352.67,354.78,352.83,354.94
1990,12,33222,1990.9562,354.21,355.09,354.05,354.93,354.21,355.09
1991,1,33253,1991.0411,354.72,354.71,355.1,355.08,354.72,354.71
1991,2,33284,1991.126,355.75,355.06,355.91,355.22,355.75,355.06
1991,3,33312,1991.2027,357.16,355.72,356.78,355.34,357.16,355.72
1991,4,33343,1991.2877,358.6,356.03,358.03,355.46,358.6,356.03
1991,5,33373,1991.3699,359.34,356.23,358.65,355.55,359.34,356.23
1991,6,33404,1991.4548,358.24,355.87,358,355.63,358.24,355.87
1991,7,33434,1991.537,356.17,355.37,356.48,355.68,356.17,355.37
1991,8,33465,1991.6219,354.02,355.38,354.37,355.74,354.02,355.38
1991,9,33496,1991.7068,352.15,355.35,352.6,355.79,352.15,355.35
1991,10,33526,1991.789,352.21,355.56,352.51,355.85,352.21,355.56
1991,11,33557,1991.874,353.75,355.86,353.8,355.92,353.75,355.86
1991,12,33587,1991.9562,354.99,355.87,355.1,355.98,354.99,355.87
1992,1,33618,1992.041,355.98,355.97,356.07,356.06,355.98,355.97
1992,2,33649,1992.1257,356.72,356.04,356.82,356.13,356.72,356.04
1992,3,33678,1992.2049,357.81,356.34,357.67,356.2,357.81,356.34
1992,4,33709,1992.2896,359.15,356.55,358.87,356.27,359.15,356.55
1992,5,33739,1992.3716,359.66,356.55,359.43,356.32,359.66,356.55
1992,6,33770,1992.4563,359.25,356.89,358.72,356.36,359.25,356.89
1992,7,33800,1992.5383,357.02,356.25,357.17,356.4,357.02,356.25
1992,8,33831,1992.623,355,356.4,355.03,356.43,355,356.4
1992,9,33862,1992.7077,353.01,356.23,353.24,356.46,353.01,356.23
1992,10,33892,1992.7896,353.31,356.66,353.14,356.49,353.31,356.66
1992,11,33923,1992.8743,354.16,356.28,354.41,356.52,354.16,356.28
1992,12,33953,1992.9563,355.4,356.28,355.68,356.57,355.4,356.28
1993,1,33984,1993.0411,356.7,356.69,356.63,356.62,356.7,356.69
1993,2,34015,1993.126,357.16,356.47,357.37,356.68,357.16,356.47
1993,3,34043,1993.2027,358.38,356.93,358.18,356.74,358.38,356.93
1993,4,34074,1993.2877,359.46,356.87,359.4,356.81,359.46,356.87
1993,5,34104,1993.3699,360.28,357.16,360.01,356.89,360.28,357.16
1993,6,34135,1993.4548,359.6,357.21,359.37,356.98,359.6,357.21
1993,7,34165,1993.537,357.57,356.77,357.88,357.08,357.57,356.77
1993,8,34196,1993.6219,355.52,356.89,355.81,357.19,355.52,356.89
1993,9,34227,1993.7068,353.69,356.91,354.1,357.32,353.69,356.91
1993,10,34257,1993.789,353.99,357.35,354.09,357.45,353.99,357.35
1993,11,34288,1993.874,355.33,357.47,355.48,357.61,355.33,357.47
1993,12,34318,1993.9562,356.8,357.69,356.88,357.77,356.8,357.69
1994,1,34349,1994.0411,358.37,358.35,357.96,357.94,358.37,358.35
1994,2,34380,1994.126,358.91,358.22,358.8,358.11,358.91,358.22
1994,3,34408,1994.2027,359.97,358.52,359.71,358.26,359.97,358.52
1994,4,34439,1994.2877,361.26,358.67,361.02,358.43,361.26,358.67
1994,5,34469,1994.3699,361.68,358.55,361.72,358.59,361.68,358.55
1994,6,34500,1994.4548,360.95,358.55,361.14,358.75,360.95,358.55
1994,7,34530,1994.537,359.55,358.74,359.72,358.91,359.55,358.74
1994,8,34561,1994.6219,357.48,358.86,357.71,359.08,357.48,358.86
1994,9,34592,1994.7068,355.84,359.07,356.04,359.26,355.84,359.07
1994,10,34622,1994.789,355.99,359.37,356.07,359.44,355.99,359.37
1994,11,34653,1994.874,357.58,359.72,357.49,359.63,357.58,359.72
1994,12,34683,1994.9562,359.04,359.93,358.92,359.81,359.04,359.93
1995,1,34714,1995.0411,359.97,359.95,360.01,359.99,359.97,359.95
1995,2,34745,1995.126,361,360.31,360.87,360.17,361,360.31
1995,3,34773,1995.2027,361.64,360.18,361.78,360.33,361.64,360.18
1995,4,34804,1995.2877,363.45,360.85,363.1,360.5,363.45,360.85
1995,5,34834,1995.3699,363.79,360.65,363.8,360.66,363.79,360.65
1995,6,34865,1995.4548,363.26,360.86,363.22,360.82,363.26,360.86
1995,7,34895,1995.537,361.9,361.09,361.79,360.98,361.9,361.09
1995,8,34926,1995.6219,359.45,360.84,359.76,361.14,359.45,360.84
1995,9,34957,1995.7068,358.06,361.29,358.07,361.3,358.06,361.29
1995,10,34987,1995.789,357.76,361.14,358.08,361.46,357.76,361.14
1995,11,35018,1995.874,359.56,361.71,359.48,361.63,359.56,361.71
1995,12,35048,1995.9562,360.7,361.59,360.89,361.78,360.7,361.59
1996,1,35079,1996.041,362.05,362.03,361.95,361.94,362.05,362.03
1996,2,35110,1996.1257,363.24,362.55,362.78,362.09,363.24,362.55
1996,3,35139,1996.2049,364.02,362.54,363.7,362.21,364.02,362.54
1996,4,35170,1996.2896,364.72,362.08,364.97,362.34,364.72,362.08
1996,5,35200,1996.3716,365.41,362.26,365.6,362.45,365.41,362.26
1996,6,35231,1996.4563,364.97,362.59,364.95,362.56,364.97,362.59
1996,7,35261,1996.5383,363.65,362.87,363.44,362.66,363.65,362.87
1996,8,35292,1996.623,361.48,362.9,361.34,362.75,361.48,362.9
1996,9,35323,1996.7077,359.45,362.71,359.58,362.84,359.45,362.71
1996,10,35353,1996.7896,359.6,362.99,359.53,362.92,359.6,362.99
1996,11,35384,1996.8743,360.76,362.9,360.85,362.99,360.76,362.9
1996,12,35414,1996.9563,362.33,363.22,362.17,363.07,362.33,363.22
1997,1,35445,1997.0411,363.18,363.17,363.16,363.15,363.18,363.17
1997,2,35476,1997.126,364,363.3,363.93,363.23,364,363.3
1997,3,35504,1997.2027,364.56,363.1,364.77,363.31,364.56,363.1
1997,4,35535,1997.2877,366.35,363.74,366.03,363.41,366.35,363.74
1997,5,35565,1997.3699,366.8,363.64,366.68,363.52,366.8,363.64
1997,6,35596,1997.4548,365.63,363.21,366.07,363.65,365.63,363.21
1997,7,35626,1997.537,364.47,363.66,364.61,363.8,364.47,363.66
1997,8,35657,1997.6219,362.5,363.89,362.58,363.97,362.5,363.89
1997,9,35688,1997.7068,360.19,363.45,360.92,364.17,360.19,363.45
1997,10,35718,1997.789,360.77,364.18,360.99,364.39,360.77,364.18
1997,11,35749,1997.874,362.43,364.59,362.48,364.64,362.43,364.59
1997,12,35779,1997.9562,364.28,365.18,364,364.9,364.28,365.18
1998,1,35810,1998.0411,365.33,365.31,365.19,365.17,365.33,365.31
1998,2,35841,1998.126,366.15,365.45,366.15,365.45,366.15,365.45
1998,3,35869,1998.2027,367.31,365.85,367.17,365.7,367.31,365.85
1998,4,35900,1998.2877,368.61,365.99,368.61,365.98,368.61,365.99
1998,5,35930,1998.3699,369.3,366.13,369.41,366.24,369.3,366.13
1998,6,35961,1998.4548,368.87,366.45,368.93,366.51,368.87,366.45
1998,7,35991,1998.537,367.64,366.82,367.57,366.75,367.64,366.82
1998,8,36022,1998.6219,365.78,367.17,365.6,366.99,365.78,367.17
1998,9,36053,1998.7068,363.9,367.17,363.95,367.21,363.9,367.17
1998,10,36083,1998.789,364.23,367.65,363.99,367.41,364.23,367.65
1998,11,36114,1998.874,365.46,367.62,365.42,367.59,365.46,367.62
1998,12,36144,1998.9562,366.97,367.87,366.83,367.73,366.97,367.87
1999,1,36175,1999.0411,368.15,368.14,367.88,367.87,368.15,368.14
1999,2,36206,1999.126,368.87,368.17,368.68,367.98,368.87,368.17
1999,3,36234,1999.2027,369.59,368.12,369.53,368.06,369.59,368.12
1999,4,36265,1999.2877,371.14,368.5,370.77,368.13,371.14,368.5
1999,5,36295,1999.3699,371,367.82,371.38,368.2,371,367.82
1999,6,36326,1999.4548,370.35,367.92,370.69,368.26,370.35,367.92
1999,7,36356,1999.537,369.27,368.45,369.14,368.32,369.27,368.45
1999,8,36387,1999.6219,366.93,368.33,366.99,368.39,366.93,368.33
1999,9,36418,1999.7068,364.64,367.91,365.19,368.47,364.64,367.91
1999,10,36448,1999.789,365.13,368.56,365.12,368.55,365.13,368.56
1999,11,36479,1999.874,366.67,368.85,366.46,368.63,366.67,368.85
1999,12,36509,1999.9562,368.01,368.91,367.81,368.72,368.01,368.91
2000,1,36540,2000.041,369.14,369.12,368.83,368.81,369.14,369.12
2000,2,36571,2000.1257,369.46,368.75,369.61,368.91,369.46,368.75
2000,3,36600,2000.2049,370.51,369.01,370.5,369,370.51,369.01
2000,4,36631,2000.2896,371.66,368.99,371.77,369.11,371.66,368.99
2000,5,36661,2000.3716,371.82,368.64,372.41,369.22,371.82,368.64
2000,6,36692,2000.4563,371.7,369.28,371.77,369.35,371.7,369.28
2000,7,36722,2000.5383,370.12,369.33,370.28,369.49,370.12,369.33
2000,8,36753,2000.623,368.12,369.55,368.21,369.64,368.12,369.55
2000,9,36784,2000.7077,366.62,369.92,366.49,369.79,366.62,369.92
2000,10,36814,2000.7896,366.73,370.16,366.5,369.94,366.73,370.16
2000,11,36845,2000.8743,368.29,370.46,367.91,370.08,368.29,370.46
2000,12,36875,2000.9563,369.53,370.43,369.3,370.21,369.53,370.43
2001,1,36906,2001.0411,370.28,370.27,370.35,370.34,370.28,370.27
2001,2,36937,2001.126,371.5,370.79,371.16,370.46,371.5,370.79
2001,3,36965,2001.2027,372.12,370.64,372.04,370.56,372.12,370.64
2001,4,36996,2001.2877,372.87,370.21,373.32,370.67,372.87,370.21
2001,5,37026,2001.3699,374.02,370.82,373.99,370.79,374.02,370.82
2001,6,37057,2001.4548,373.31,370.86,373.36,370.91,373.31,370.86
2001,7,37087,2001.537,371.62,370.79,371.87,371.05,371.62,370.79
2001,8,37118,2001.6219,369.55,370.96,369.78,371.19,369.55,370.96
2001,9,37149,2001.7068,367.96,371.26,368.05,371.35,367.96,371.26
2001,10,37179,2001.789,368.1,371.54,368.05,371.5,368.1,371.54
2001,11,37210,2001.874,369.68,371.86,369.49,371.67,369.68,371.86
2001,12,37240,2001.9562,371.24,372.15,370.92,371.83,371.24,372.15
2002,1,37271,2002.0411,372.43,372.42,372.02,372,372.43,372.42
2002,2,37302,2002.126,373.08,372.37,372.88,372.17,373.08,372.37
2002,3,37330,2002.2027,373.52,372.03,373.81,372.33,373.52,372.03
2002,4,37361,2002.2877,374.86,372.2,375.17,372.51,374.86,372.2
2002,5,37391,2002.3699,375.55,372.34,375.91,372.7,375.55,372.34
2002,6,37422,2002.4548,375.4,372.95,375.36,372.91,375.4,372.95
2002,7,37452,2002.537,374.02,373.19,373.95,373.12,374.02,373.19
2002,8,37483,2002.6219,371.49,372.9,371.94,373.35,371.49,372.9
2002,9,37514,2002.7068,370.7,374.01,370.28,373.59,370.7,374.01
2002,10,37544,2002.789,370.25,373.71,370.36,373.82,370.25,373.71
2002,11,37575,2002.874,372.08,374.27,371.87,374.06,372.08,374.27
2002,12,37605,2002.9562,373.78,374.7,373.37,374.28,373.78,374.7
2003,1,37636,2003.0411,374.68,374.67,374.52,374.51,374.68,374.67
2003,2,37667,2003.126,375.62,374.91,375.44,374.73,375.62,374.91
2003,3,37695,2003.2027,376.11,374.62,376.41,374.92,376.11,374.62
2003,4,37726,2003.2877,377.65,374.98,377.79,375.13,377.65,374.98
2003,5,37756,2003.3699,378.35,375.13,378.55,375.33,378.35,375.13
2003,6,37787,2003.4548,378.13,375.67,377.99,375.53,378.13,375.67
2003,7,37817,2003.537,376.61,375.78,376.55,375.73,376.61,375.78
2003,8,37848,2003.6219,374.48,375.9,374.5,375.92,374.48,375.9
2003,9,37879,2003.7068,372.98,376.3,372.79,376.1,372.98,376.3
2003,10,37909,2003.789,373,376.47,372.8,376.27,373,376.47
2003,11,37940,2003.874,374.34,376.54,374.23,376.43,374.34,376.54
2003,12,37970,2003.9562,375.69,376.6,375.66,376.58,375.69,376.6
2004,1,38001,2004.041,376.79,376.77,376.73,376.72,376.79,376.77
2004,2,38032,2004.1257,377.36,376.65,377.56,376.85,377.36,376.65
2004,3,38061,2004.2049,378.4,376.87,378.48,376.96,378.4,376.87
2004,4,38092,2004.2896,380.5,377.8,379.78,377.08,380.5,377.8
2004,5,38122,2004.3716,380.61,377.39,380.41,377.19,380.61,377.39
2004,6,38153,2004.4563,379.55,377.11,379.74,377.3,379.55,377.11
2004,7,38183,2004.5383,377.77,376.97,378.21,377.41,377.77,376.97
2004,8,38214,2004.623,375.84,377.28,376.1,377.55,375.84,377.28
2004,9,38245,2004.7077,374.05,377.38,374.37,377.7,374.05,377.38
2004,10,38275,2004.7896,374.22,377.7,374.39,377.87,374.22,377.7
2004,11,38306,2004.8743,375.84,378.04,375.86,378.06,375.84,378.04
2004,12,38336,2004.9563,377.44,378.36,377.33,378.25,377.44,378.36
2005,1,38367,2005.0411,378.34,378.32,378.47,378.46,378.34,378.32
2005,2,38398,2005.126,379.66,378.95,379.39,378.67,379.66,378.95
2005,3,38426,2005.2027,380.3,378.8,380.37,378.87,380.3,378.8
2005,4,38457,2005.2877,382.06,379.37,381.78,379.09,382.06,379.37
2005,5,38487,2005.3699,382.25,379.01,382.54,379.31,382.25,379.01
2005,6,38518,2005.4548,382.08,379.61,382,379.53,382.08,379.61
2005,7,38548,2005.537,380.65,379.82,380.57,379.74,380.65,379.82
2005,8,38579,2005.6219,378.67,380.1,378.53,379.95,378.67,380.1
2005,9,38610,2005.7068,376.43,379.77,376.82,380.16,376.43,379.77
2005,10,38640,2005.789,376.81,380.3,376.87,380.36,376.81,380.3
2005,11,38671,2005.874,378.32,380.53,378.35,380.56,378.32,380.53
2005,12,38701,2005.9562,379.96,380.89,379.82,380.74,379.96,380.89
2006,1,38732,2006.0411,381.36,381.35,380.94,380.93,381.36,381.35
2006,2,38763,2006.126,382.02,381.3,381.81,381.1,382.02,381.3
2006,3,38791,2006.2027,382.57,381.06,382.74,381.24,382.57,381.06
2006,4,38822,2006.2877,384.37,381.68,384.08,381.39,384.37,381.68
2006,5,38852,2006.3699,384.93,381.68,384.78,381.53,384.93,381.68
2006,6,38883,2006.4548,384.03,381.55,384.16,381.67,384.03,381.55
2006,7,38913,2006.537,382.28,381.45,382.65,381.81,382.28,381.45
2006,8,38944,2006.6219,380.51,381.93,380.53,381.96,380.51,381.93
2006,9,38975,2006.7068,378.82,382.17,378.76,382.11,378.82,382.17
2006,10,39005,2006.789,379.06,382.57,378.75,382.25,379.06,382.57
2006,11,39036,2006.874,380.16,382.37,380.18,382.4,380.16,382.37
2006,12,39066,2006.9562,381.62,382.54,381.62,382.54,381.62,382.54
2007,1,39097,2007.0411,382.49,382.47,382.71,382.69,382.49,382.47
2007,2,39128,2007.126,383.7,382.98,383.57,382.85,383.7,382.98
2007,3,39156,2007.2027,384.34,382.83,384.5,382.99,384.34,382.83
2007,4,39187,2007.2877,386.24,383.54,385.85,383.15,386.24,383.54
2007,5,39217,2007.3699,386.42,383.16,386.57,383.31,386.42,383.16
2007,6,39248,2007.4548,385.87,383.38,385.96,383.47,385.87,383.38
2007,7,39278,2007.537,384.43,383.6,384.47,383.63,384.43,383.6
2007,8,39309,2007.6219,381.84,383.27,382.37,383.8,381.84,383.27
2007,9,39340,2007.7068,380.87,384.23,380.61,383.97,380.87,384.23
2007,10,39370,2007.789,380.87,384.38,380.62,384.13,380.87,384.38
2007,11,39401,2007.874,382.36,384.58,382.07,384.29,382.36,384.58
2007,12,39431,2007.9562,383.61,384.54,383.51,384.44,383.61,384.54
2008,1,39462,2008.041,385.07,385.05,384.6,384.59,385.07,385.05
2008,2,39493,2008.1257,385.85,385.13,385.45,384.73,385.85,385.13
2008,3,39522,2008.2049,385.84,384.3,386.4,384.86,385.84,384.3
2008,4,39553,2008.2896,386.77,384.04,387.75,385.01,386.77,384.04
2008,5,39583,2008.3716,388.51,385.25,388.44,385.17,388.51,385.25
2008,6,39614,2008.4563,388.05,385.57,387.82,385.34,388.05,385.57
2008,7,39644,2008.5383,386.27,385.46,386.32,385.51,386.27,385.46
2008,8,39675,2008.623,384.08,385.55,384.22,385.68,384.08,385.55
2008,9,39706,2008.7077,383.09,386.47,382.48,385.85,383.09,386.47
2008,10,39736,2008.7896,382.78,386.3,382.49,386.01,382.78,386.3
2008,11,39767,2008.8743,384.02,386.24,383.94,386.17,384.02,386.24
2008,12,39797,2008.9563,385.12,386.05,385.39,386.32,385.12,386.05
2009,1,39828,2009.0411,386.66,386.64,386.49,386.47,386.66,386.64
2009,2,39859,2009.126,387.13,386.41,387.35,386.62,387.13,386.41
2009,3,39887,2009.2027,388.52,387,388.28,386.76,388.52,387
2009,4,39918,2009.2877,389.57,386.85,389.64,386.93,389.57,386.85
2009,5,39948,2009.3699,390.16,386.88,390.37,387.09,390.16,386.88
2009,6,39979,2009.4548,389.62,387.12,389.77,387.27,389.62,387.12
2009,7,40009,2009.537,388.07,387.23,388.29,387.45,388.07,387.23
2009,8,40040,2009.6219,386.09,387.53,386.21,387.65,386.09,387.53
2009,9,40071,2009.7068,384.66,388.04,384.49,387.87,384.66,388.04
2009,10,40101,2009.789,384.34,387.87,384.55,388.08,384.34,387.87
2009,11,40132,2009.874,386.05,388.29,386.07,388.31,386.05,388.29
2009,12,40162,2009.9562,387.49,388.42,387.6,388.53,387.49,388.42
2010,1,40193,2010.0411,388.55,388.54,388.78,388.77,388.55,388.54
2010,2,40224,2010.126,390.06,389.33,389.72,388.99,390.06,389.33
2010,3,40252,2010.2027,391.02,389.5,390.71,389.19,391.02,389.5
2010,4,40283,2010.2877,392.39,389.66,392.12,389.4,392.39,389.66
2010,5,40313,2010.3699,393.23,389.94,392.87,389.59,393.23,389.94
2010,6,40344,2010.4548,392.24,389.73,392.28,389.77,392.24,389.73
2010,7,40374,2010.537,390.33,389.48,390.79,389.94,390.33,389.48
2010,8,40405,2010.6219,388.52,389.97,388.67,390.11,388.52,389.97
2010,9,40436,2010.7068,386.84,390.23,386.89,390.28,386.84,390.23
2010,10,40466,2010.789,387.17,390.72,386.89,390.43,387.17,390.72
2010,11,40497,2010.874,388.67,390.91,388.34,390.58,388.67,390.91
2010,12,40527,2010.9562,389.81,390.75,389.78,390.72,389.81,390.75
2011,1,40558,2011.0411,391.3,391.28,390.86,390.85,391.3,391.28
2011,2,40589,2011.126,391.93,391.2,391.7,390.97,391.93,391.2
2011,3,40617,2011.2027,392.45,390.93,392.61,391.08,392.45,390.93
2011,4,40648,2011.2877,393.37,390.64,393.95,391.22,393.37,390.64
2011,5,40678,2011.3699,394.29,390.99,394.65,391.35,394.29,390.99
2011,6,40709,2011.4548,393.69,391.17,394.03,391.51,393.69,391.17
2011,7,40739,2011.537,392.59,391.74,392.52,391.68,392.59,391.74
2011,8,40770,2011.6219,390.21,391.66,390.41,391.86,390.21,391.66
2011,9,40801,2011.7068,389,392.4,388.64,392.04,389,392.4
2011,10,40831,2011.789,388.93,392.49,388.67,392.22,388.93,392.49
2011,11,40862,2011.874,390.25,392.5,390.16,392.41,390.25,392.5
2011,12,40892,2011.9562,391.8,392.74,391.65,392.58,391.8,392.74
2012,1,40923,2012.041,393.07,393.06,392.78,392.77,393.07,393.06
2012,2,40954,2012.1257,393.34,392.61,393.68,392.95,393.34,392.61
2012,3,40983,2012.2049,394.36,392.81,394.69,393.13,394.36,392.81
2012,4,41014,2012.2896,396.44,393.67,396.1,393.33,396.44,393.67
2012,5,41044,2012.3716,396.87,393.57,396.84,393.54,396.87,393.57
2012,6,41075,2012.4563,395.88,393.37,396.26,393.75,395.88,393.37
2012,7,41105,2012.5383,394.52,393.7,394.8,393.98,394.52,393.7
2012,8,41136,2012.623,392.54,394.03,392.73,394.21,392.54,394.03
2012,9,41167,2012.7077,391.14,394.56,391.04,394.46,391.14,394.56
2012,10,41197,2012.7896,391.02,394.58,391.14,394.7,391.02,394.58
2012,11,41228,2012.8743,392.99,395.24,392.69,394.95,392.99,395.24
2012,12,41258,2012.9563,394.39,395.33,394.24,395.18,394.39,395.33
2013,1,41289,2013.0411,395.66,395.64,395.42,395.4,395.66,395.64
2013,2,41320,2013.126,396.89,396.16,396.36,395.62,396.89,396.16
2013,3,41348,2013.2027,397.27,395.74,397.34,395.81,397.27,395.74
2013,4,41379,2013.2877,398.36,395.61,398.75,396.01,398.36,395.61
2013,5,41409,2013.3699,399.9,396.58,399.51,396.19,399.9,396.58
2013,6,41440,2013.4548,398.78,396.24,398.92,396.38,398.78,396.24
2013,7,41470,2013.537,397.28,396.43,397.42,396.56,397.28,396.43
2013,8,41501,2013.6219,395.32,396.78,395.29,396.75,395.32,396.78
2013,9,41532,2013.7068,393.31,396.72,393.52,396.94,393.31,396.72
2013,10,41562,2013.789,393.61,397.18,393.54,397.11,393.61,397.18
2013,11,41593,2013.874,395.1,397.37,395.03,397.3,395.1,397.37
2013,12,41623,2013.9562,396.73,397.67,396.53,397.47,396.73,397.67
2014,1,41654,2014.0411,397.83,397.82,397.67,397.65,397.83,397.82
2014,2,41685,2014.126,398.01,397.28,398.57,397.83,398.01,397.28
2014,3,41713,2014.2027,399.47,397.93,399.53,397.99,399.47,397.93
2014,4,41744,2014.2877,401.33,398.58,400.93,398.17,401.33,398.58
2014,5,41774,2014.3699,401.88,398.56,401.67,398.34,401.88,398.56
2014,6,41805,2014.4548,401.3,398.76,401.06,398.51,401.3,398.76
2014,7,41835,2014.537,399.09,398.23,399.54,398.68,399.09,398.23
2014,8,41866,2014.6219,397.22,398.68,397.4,398.86,397.22,398.68
2014,9,41897,2014.7068,395.4,398.83,395.62,399.05,395.4,398.83
2014,10,41927,2014.789,395.65,399.24,395.65,399.23,395.65,399.24
2014,11,41958,2014.874,397.22,399.49,397.15,399.42,397.22,399.49
2014,12,41988,2014.9562,398.79,399.73,398.66,399.61,398.79,399.73
